Search interest in same sex marriage by city on 6/26,,,,
"All values indexed to 100, where 100 is the max search interest",,,,
City,State,Country,Indexed Search Interest,Time in EST
Houston,Texas,United States,0.2,8:18 AM
Philadelphia,Pennsylvania,United States,0.1,8:18 AM
Chicago,Illinois,United States,0.1,8:18 AM
Atlanta,Georgia,United States,0.1,8:18 AM
Sheridan,Oregon,United States,0.1,8:18 AM
New York,New York,United States,0.0,8:18 AM
Offutt Air Force Base,Nebraska,United States,100.0,8:19 AM
Springhill,Louisiana,United States,25.0,8:19 AM
Oak Hill,Tennessee,United States,25.0,8:19 AM
Goodyear,Arizona,United States,20.0,8:19 AM
Newtown,Connecticut,United States,20.0,8:19 AM
Grand Blanc,Michigan,United States,11.1,8:19 AM
Cinco Ranch,Texas,United States,11.1,8:19 AM
New Albany,Indiana,United States,9.1,8:19 AM
Kokomo,Indiana,United States,9.1,8:19 AM
Elkridge,Maryland,United States,7.7,8:19 AM
Clarksville,Tennessee,United States,6.3,8:19 AM
Kansas City,Kansas,United States,5.9,8:19 AM
Glendale,Arizona,United States,5.6,8:19 AM
Scottsdale,Arizona,United States,5.6,8:19 AM
Meridian Charter Township,Michigan,United States,5.0,8:19 AM
Lockhart,Florida,United States,4.3,8:19 AM
Fort Meade,Maryland,United States,3.6,8:19 AM
Reading,Pennsylvania,United States,2.9,8:19 AM
Hays,Kansas,United States,2.6,8:19 AM
Pontiac,Michigan,United States,2.3,8:19 AM
Harrisburg,Pennsylvania,United States,1.9,8:19 AM
Fayetteville,North Carolina,United States,1.9,8:19 AM
Colorado Springs,Colorado,United States,1.5,8:19 AM
Troy,Michigan,United States,1.1,8:19 AM
Columbus,Ohio,United States,0.7,8:19 AM
Ann Arbor,Michigan,United States,0.6,8:19 AM
San Francisco,California,United States,0.5,8:19 AM
Grand Rapids,Michigan,United States,0.5,8:19 AM
Louisville,Kentucky,United States,0.4,8:19 AM
Raleigh,North Carolina,United States,0.4,8:19 AM
Washington,District of Columbia,United States,0.3,8:19 AM
Nashville,Tennessee,United States,0.3,8:19 AM
Altamonte Springs,Florida,United States,0.2,8:19 AM
Myrtle Beach,South Carolina,United States,0.2,8:19 AM
Detroit,Michigan,United States,0.2,8:19 AM
Atlanta,Georgia,United States,0.1,8:19 AM
New York,New York,United States,0.1,8:19 AM
Sheridan,Oregon,United States,0.1,8:19 AM
Ferry Pass,Florida,United States,16.7,8:20 AM
Gloucester,Massachusetts,United States,12.5,8:20 AM
Gaines Township,Michigan,United States,8.3,8:20 AM
Cleveland,Tennessee,United States,8.3,8:20 AM
Myakka City,Florida,United States,7.7,8:20 AM
Fairborn,Ohio,United States,7.7,8:20 AM
Hackensack,New Jersey,United States,7.7,8:20 AM
Chapmansboro,Tennessee,United States,7.7,8:20 AM
Dunedin,Florida,United States,5.0,8:20 AM
Carrollton,Texas,United States,4.3,8:20 AM
McKinney,Texas,United States,3.2,8:20 AM
Carmel,Indiana,United States,3.1,8:20 AM
Athens,Georgia,United States,2.9,8:20 AM
Asheville,North Carolina,United States,1.5,8:20 AM
Chattanooga,Tennessee,United States,1.4,8:20 AM
Akron,Ohio,United States,1.3,8:20 AM
New Orleans,Louisiana,United States,1.3,8:20 AM
Toledo,Ohio,United States,0.8,8:20 AM
Hyattsville,Maryland,United States,0.8,8:20 AM
Nashville,Tennessee,United States,0.5,8:20 AM
Baltimore,Maryland,United States,0.5,8:20 AM
San Francisco,California,United States,0.3,8:20 AM
Detroit,Michigan,United States,0.2,8:20 AM
Charlotte,North Carolina,United States,0.2,8:20 AM
Philadelphia,Pennsylvania,United States,0.1,8:20 AM
Atlanta,Georgia,United States,0.1,8:20 AM
Washington,District of Columbia,United States,0.1,8:20 AM
Sheridan,Oregon,United States,0.1,8:20 AM
New York,New York,United States,0.1,8:20 AM
Cheat Lake,West Virginia,United States,100.0,8:21 AM
El Cerrito,California,United States,100.0,8:21 AM
Kenwood,Ohio,United States,33.3,8:21 AM
Druid Hills,Georgia,United States,25.0,8:21 AM
Hoover,Alabama,United States,7.7,8:21 AM
Pine Hills,Florida,United States,7.1,8:21 AM
Clayton,Missouri,United States,5.0,8:21 AM
Davenport,Iowa,United States,4.5,8:21 AM
Gainesville,Georgia,United States,4.2,8:21 AM
Concord,North Carolina,United States,3.7,8:21 AM
Spokane,Washington,United States,3.6,8:21 AM
Paramus,New Jersey,United States,3.3,8:21 AM
McKinney,Texas,United States,2.7,8:21 AM
Clearwater,Florida,United States,2.1,8:21 AM
Colorado Springs,Colorado,United States,1.8,8:21 AM
Fort Lauderdale,Florida,United States,1.3,8:21 AM
Portland,Maine,United States,1.3,8:21 AM
Yonkers,New York,United States,1.0,8:21 AM
Toledo,Ohio,United States,0.9,8:21 AM
Hyattsville,Maryland,United States,0.8,8:21 AM
Saint Paul,Minnesota,United States,0.7,8:21 AM
Milwaukee,Wisconsin,United States,0.6,8:21 AM
Atlanta,Georgia,United States,0.3,8:21 AM
Denver,Colorado,United States,0.3,8:21 AM
Indianapolis,Indiana,United States,0.3,8:21 AM
Columbus,Ohio,United States,0.2,8:21 AM
San Antonio,Texas,United States,0.2,8:21 AM
Dallas,Texas,United States,0.2,8:21 AM
Los Angeles,California,United States,0.2,8:21 AM
Washington,District of Columbia,United States,0.1,8:21 AM
Sheridan,Oregon,United States,0.1,8:21 AM
New York,New York,United States,0.0,8:21 AM
Forest Park,Illinois,United States,50.0,8:22 AM
Weston,Massachusetts,United States,25.0,8:22 AM
Bloomfield Township,Michigan,United States,11.1,8:22 AM
Doylestown,Pennsylvania,United States,10.0,8:22 AM
Parkersburg,West Virginia,United States,8.3,8:22 AM
Cinco Ranch,Texas,United States,7.7,8:22 AM
South Kingstown,Rhode Island,United States,7.7,8:22 AM
Arlington,Massachusetts,United States,6.3,8:22 AM
Queensbury,New York,United States,6.3,8:22 AM
Newton,Massachusetts,United States,2.6,8:22 AM
North Versailles,Pennsylvania,United States,2.2,8:22 AM
Gainesville,Florida,United States,2.0,8:22 AM
McAllen,Texas,United States,2.0,8:22 AM
Brookhaven,Georgia,United States,1.2,8:22 AM
Port St. Lucie,Florida,United States,1.0,8:22 AM
Norfolk,Virginia,United States,0.6,8:22 AM
Omaha,Nebraska,United States,0.6,8:22 AM
Baltimore,Maryland,United States,0.5,8:22 AM
Louisville,Kentucky,United States,0.4,8:22 AM
Boston,Massachusetts,United States,0.2,8:22 AM
San Antonio,Texas,United States,0.2,8:22 AM
Charlotte,North Carolina,United States,0.2,8:22 AM
Atlanta,Georgia,United States,0.1,8:22 AM
New York,New York,United States,0.1,8:22 AM
Washington,District of Columbia,United States,0.1,8:22 AM
Sheridan,Oregon,United States,0.1,8:22 AM
Dallas,Texas,United States,0.1,8:22 AM
Chicago,Illinois,United States,0.1,8:22 AM
Bluffton,Ohio,United States,100.0,8:23 AM
Jamestown,Rhode Island,United States,25.0,8:23 AM
Roscoe,Illinois,United States,20.0,8:23 AM
Cave Spring,Virginia,United States,14.3,8:23 AM
Costa Mesa,California,United States,14.3,8:23 AM
Bailey's Crossroads,Virginia,United States,9.1,8:23 AM
Monroe,Michigan,United States,8.3,8:23 AM
Laurel,Maryland,United States,7.1,8:23 AM
New Albany,Indiana,United States,6.7,8:23 AM
Brunswick,Maine,United States,6.7,8:23 AM
Canton,Ohio,United States,4.0,8:23 AM
Broken Arrow,Oklahoma,United States,3.7,8:23 AM
Lubbock,Texas,United States,3.4,8:23 AM
Long Beach,California,United States,3.4,8:23 AM
Buford,Georgia,United States,3.3,8:23 AM
Grantley,Pennsylvania,United States,1.8,8:23 AM
Greenwich,Connecticut,United States,1.8,8:23 AM
Alexandria,Virginia,United States,1.7,8:23 AM
Chattanooga,Tennessee,United States,1.3,8:23 AM
Milwaukee,Wisconsin,United States,1.1,8:23 AM
Pittsfield Charter Township,Michigan,United States,1.1,8:23 AM
Tallahassee,Florida,United States,1.1,8:23 AM
Smyrna,Georgia,United States,0.8,8:23 AM
Cleveland,Ohio,United States,0.7,8:23 AM
Grand Rapids,Michigan,United States,0.6,8:23 AM
San Diego,California,United States,0.5,8:23 AM
Phoenix,Arizona,United States,0.4,8:23 AM
Tampa,Florida,United States,0.3,8:23 AM
Houston,Texas,United States,0.3,8:23 AM
San Francisco,California,United States,0.3,8:23 AM
Denver,Colorado,United States,0.3,8:23 AM
Chicago,Illinois,United States,0.3,8:23 AM
Dallas,Texas,United States,0.3,8:23 AM
Boston,Massachusetts,United States,0.2,8:23 AM
Detroit,Michigan,United States,0.2,8:23 AM
Philadelphia,Pennsylvania,United States,0.1,8:23 AM
New York,New York,United States,0.0,8:23 AM
Madisonville,Texas,United States,100.0,8:24 AM
Gardnertown,New York,United States,50.0,8:24 AM
Pell City,Alabama,United States,25.0,8:24 AM
Maumelle,Arkansas,United States,25.0,8:24 AM
White Bear Lake,Minnesota,United States,20.0,8:24 AM
Boulder,Colorado,United States,16.7,8:24 AM
Whitehall,Ohio,United States,16.7,8:24 AM
Pataskala,Ohio,United States,16.7,8:24 AM
Ovilla,Texas,United States,12.5,8:24 AM
Falmouth,Maine,United States,11.1,8:24 AM
Hendersonville,Tennessee,United States,7.1,8:24 AM
Maitland,Florida,United States,7.1,8:24 AM
Drexel,North Carolina,United States,6.3,8:24 AM
Dale City,Virginia,United States,4.8,8:24 AM
State College,Pennsylvania,United States,3.2,8:24 AM
Greer,South Carolina,United States,3.2,8:24 AM
Four Corners,Florida,United States,2.6,8:24 AM
Blacksburg,Virginia,United States,1.9,8:24 AM
Bethesda,Maryland,United States,1.7,8:24 AM
Boylston,Massachusetts,United States,1.7,8:24 AM
Cleveland,Ohio,United States,1.5,8:24 AM
West Memphis,Arkansas,United States,1.5,8:24 AM
Columbia,South Carolina,United States,1.4,8:24 AM
Tallahassee,Florida,United States,1.3,8:24 AM
Ann Arbor,Michigan,United States,0.7,8:24 AM
San Jose,California,United States,0.4,8:24 AM
Pittsburgh,Pennsylvania,United States,0.4,8:24 AM
Louisville,Kentucky,United States,0.4,8:24 AM
Austin,Texas,United States,0.3,8:24 AM
Denver,Colorado,United States,0.3,8:24 AM
San Francisco,California,United States,0.3,8:24 AM
Indianapolis,Indiana,United States,0.3,8:24 AM
Detroit,Michigan,United States,0.2,8:24 AM
Houston,Texas,United States,0.1,8:24 AM
Atlanta,Georgia,United States,0.1,8:24 AM
Dallas,Texas,United States,0.1,8:24 AM
Washington,District of Columbia,United States,0.1,8:24 AM
New York,New York,United States,0.1,8:24 AM
Chicago,Illinois,United States,0.1,8:24 AM
Grove,Oklahoma,United States,100.0,8:25 AM
Milton,Delaware,United States,100.0,8:25 AM
Woodcreek,Texas,United States,100.0,8:25 AM
Mohegan Lake,New York,United States,33.3,8:25 AM
Pine Ridge,Florida,United States,25.0,8:25 AM
Centerville,Utah,United States,20.0,8:25 AM
Woodbury,Connecticut,United States,14.3,8:25 AM
Calcutta,Ohio,United States,10.0,8:25 AM
Bolingbrook,Illinois,United States,10.0,8:25 AM
Berkeley,California,United States,9.1,8:25 AM
Morganton,North Carolina,United States,8.3,8:25 AM
Columbus,Indiana,United States,4.5,8:25 AM
Annandale,Virginia,United States,4.2,8:25 AM
Murfreesboro,Tennessee,United States,4.0,8:25 AM
Cookeville,Tennessee,United States,4.0,8:25 AM
Long Beach,California,United States,3.1,8:25 AM
Grapevine,Texas,United States,2.5,8:25 AM
Woodbridge Township,New Jersey,United States,2.1,8:25 AM
McAllen,Texas,United States,1.8,8:25 AM
Roswell,Georgia,United States,1.7,8:25 AM
Charlottesville,Virginia,United States,1.4,8:25 AM
Falmouth,Massachusetts,United States,1.3,8:25 AM
Grand Rapids,Michigan,United States,1.3,8:25 AM
Toledo,Ohio,United States,0.9,8:25 AM
Lexington,Kentucky,United States,0.8,8:25 AM
Hyattsville,Maryland,United States,0.7,8:25 AM
Cincinnati,Ohio,United States,0.6,8:25 AM
Birmingham,Alabama,United States,0.6,8:25 AM
Louisville,Kentucky,United States,0.4,8:25 AM
Washington,District of Columbia,United States,0.3,8:25 AM
Indianapolis,Indiana,United States,0.3,8:25 AM
Dallas,Texas,United States,0.2,8:25 AM
Detroit,Michigan,United States,0.2,8:25 AM
Los Angeles,California,United States,0.2,8:25 AM
Houston,Texas,United States,0.1,8:25 AM
Atlanta,Georgia,United States,0.1,8:25 AM
New York,New York,United States,0.1,8:25 AM
Nicholasville,Kentucky,United States,50.0,8:26 AM
Brookhaven,Mississippi,United States,50.0,8:26 AM
Rosaryville,Maryland,United States,33.3,8:26 AM
Bath Township,Michigan,United States,25.0,8:26 AM
Flagstaff,Arizona,United States,25.0,8:26 AM
Oreland,Pennsylvania,United States,25.0,8:26 AM
Louisburg,North Carolina,United States,20.0,8:26 AM
Baldwinsville,New York,United States,16.7,8:26 AM
Roseville,Minnesota,United States,14.3,8:26 AM
Smyrna,Tennessee,United States,11.1,8:26 AM
Wyckoff,New Jersey,United States,10.0,8:26 AM
Gresham Park,Georgia,United States,7.7,8:26 AM
Lone Tree,Colorado,United States,6.3,8:26 AM
Hauppauge,New York,United States,5.3,8:26 AM
Denville,New Jersey,United States,5.0,8:26 AM
Woburn,Massachusetts,United States,4.3,8:26 AM
Drexel,North Carolina,United States,4.3,8:26 AM
Watertown,Massachusetts,United States,3.3,8:26 AM
West Des Moines,Iowa,United States,3.1,8:26 AM
Long Beach,California,United States,3.1,8:26 AM
Lansing,Michigan,United States,2.9,8:26 AM
The Woodlands,Texas,United States,2.1,8:26 AM
Boylston,Massachusetts,United States,2.0,8:26 AM
Wapwallopen,Pennsylvania,United States,1.6,8:26 AM
Arlington,Virginia,United States,0.9,8:26 AM
Bridgewater,New Jersey,United States,0.7,8:26 AM
Kansas City,Missouri,United States,0.7,8:26 AM
Ann Arbor,Michigan,United States,0.6,8:26 AM
Orlando,Florida,United States,0.4,8:26 AM
Denver,Colorado,United States,0.3,8:26 AM
Jacksonville,Florida,United States,0.3,8:26 AM
Atlanta,Georgia,United States,0.2,8:26 AM
San Antonio,Texas,United States,0.2,8:26 AM
Dallas,Texas,United States,0.2,8:26 AM
New York,New York,United States,0.1,8:26 AM
Sheridan,Oregon,United States,0.0,8:26 AM
Eunice,Louisiana,United States,33.3,8:27 AM
Bella Vista,Arkansas,United States,33.3,8:27 AM
Hatfield,Pennsylvania,United States,33.3,8:27 AM
Shafter,California,United States,25.0,8:27 AM
Milton,Massachusetts,United States,25.0,8:27 AM
Byron,Georgia,United States,16.7,8:27 AM
Fort Pierce,Florida,United States,12.5,8:27 AM
Trinity,Florida,United States,11.1,8:27 AM
Stowe,Vermont,United States,10.0,8:27 AM
Westerly,Rhode Island,United States,9.1,8:27 AM
Ashland,Ohio,United States,8.3,8:27 AM
Stockbridge,Georgia,United States,6.3,8:27 AM
Brookline,Massachusetts,United States,6.3,8:27 AM
North Richland Hills,Texas,United States,4.5,8:27 AM
Lowell,Massachusetts,United States,3.6,8:27 AM
Kalamazoo,Michigan,United States,3.4,8:27 AM
Kennesaw,Georgia,United States,2.6,8:27 AM
Scottsdale,Arizona,United States,2.6,8:27 AM
Bethesda,Maryland,United States,2.3,8:27 AM
Arlington,Texas,United States,1.8,8:27 AM
Winston-Salem,North Carolina,United States,1.4,8:27 AM
Smyrna,Georgia,United States,1.1,8:27 AM
South Brunswick Township,New Jersey,United States,1.0,8:27 AM
Leesburg,Virginia,United States,1.0,8:27 AM
Portland,Oregon,United States,0.8,8:27 AM
Baltimore,Maryland,United States,0.4,8:27 AM
Minneapolis,Minnesota,United States,0.3,8:27 AM
Tampa,Florida,United States,0.3,8:27 AM
Orlando,Florida,United States,0.3,8:27 AM
Jacksonville,Florida,United States,0.3,8:27 AM
Columbus,Ohio,United States,0.2,8:27 AM
Los Angeles,California,United States,0.2,8:27 AM
Houston,Texas,United States,0.1,8:27 AM
Atlanta,Georgia,United States,0.1,8:27 AM
New York,New York,United States,0.1,8:27 AM
Dallas,Texas,United States,0.1,8:27 AM
Washington,District of Columbia,United States,0.1,8:27 AM
Oxford,Pennsylvania,United States,25.0,8:28 AM
Eureka,Missouri,United States,25.0,8:28 AM
Vancleave,Mississippi,United States,12.5,8:28 AM
Ypsilanti Township,Michigan,United States,7.1,8:28 AM
Marietta,Georgia,United States,5.6,8:28 AM
Schenectady,New York,United States,4.8,8:28 AM
Palm Coast,Florida,United States,4.0,8:28 AM
Menomonee Falls,Wisconsin,United States,4.0,8:28 AM
Annapolis,Maryland,United States,3.8,8:28 AM
Beverly,Massachusetts,United States,3.6,8:28 AM
Bentonville,Arkansas,United States,3.4,8:28 AM
Tyler,Texas,United States,3.0,8:28 AM
Long Beach,California,United States,2.8,8:28 AM
Waltham,Massachusetts,United States,2.6,8:28 AM
Greenville,South Carolina,United States,1.9,8:28 AM
Arlington,Texas,United States,1.9,8:28 AM
Erie,Pennsylvania,United States,1.8,8:28 AM
Wapwallopen,Pennsylvania,United States,1.4,8:28 AM
Chesapeake,Virginia,United States,1.4,8:28 AM
Toledo,Ohio,United States,0.8,8:28 AM
Salisbury,North Carolina,United States,0.6,8:28 AM
Austin,Texas,United States,0.3,8:28 AM
Indianapolis,Indiana,United States,0.3,8:28 AM
Altamonte Springs,Florida,United States,0.2,8:28 AM
Myrtle Beach,South Carolina,United States,0.2,8:28 AM
San Antonio,Texas,United States,0.2,8:28 AM
Houston,Texas,United States,0.1,8:28 AM
Philadelphia,Pennsylvania,United States,0.1,8:28 AM
Washington,District of Columbia,United States,0.1,8:28 AM
Sheridan,Oregon,United States,0.1,8:28 AM
New York,New York,United States,0.1,8:28 AM
Atlanta,Georgia,United States,0.1,8:28 AM
San Carlos,California,United States,100.0,8:29 AM
Winnetka,Illinois,United States,50.0,8:29 AM
North Sarasota,Florida,United States,16.7,8:29 AM
Auburn,Alabama,United States,14.3,8:29 AM
Redlands,California,United States,14.3,8:29 AM
Goshen,California,United States,14.3,8:29 AM
Shoreview,Minnesota,United States,12.5,8:29 AM
St. Augustine South,Florida,United States,8.3,8:29 AM
Marion,Ohio,United States,7.7,8:29 AM
Elizabeth,New Jersey,United States,6.7,8:29 AM
Medford,New York,United States,6.3,8:29 AM
Springfield,Ohio,United States,5.9,8:29 AM
Somerville,Massachusetts,United States,5.9,8:29 AM
Lewisville,Texas,United States,4.5,8:29 AM
Oakland Park,Florida,United States,3.7,8:29 AM
Denton,Texas,United States,3.7,8:29 AM
Knightdale,North Carolina,United States,2.9,8:29 AM
Richardson,Texas,United States,1.9,8:29 AM
Stonington,Connecticut,United States,1.8,8:29 AM
Little Rock,Arkansas,United States,1.2,8:29 AM
Akron,Ohio,United States,1.2,8:29 AM
South Brunswick Township,New Jersey,United States,1.0,8:29 AM
San Francisco,California,United States,0.5,8:29 AM
San Diego,California,United States,0.4,8:29 AM
Pittsburgh,Pennsylvania,United States,0.4,8:29 AM
Indianapolis,Indiana,United States,0.3,8:29 AM
Los Angeles,California,United States,0.2,8:29 AM
Atlanta,Georgia,United States,0.1,8:29 AM
Washington,District of Columbia,United States,0.1,8:29 AM
Sheridan,Oregon,United States,0.1,8:29 AM
Dallas,Texas,United States,0.1,8:29 AM
Chicago,Illinois,United States,0.1,8:29 AM
New York,New York,United States,0.0,8:29 AM
El Cerrito,California,United States,50.0,8:30 AM
Benton,Arkansas,United States,33.3,8:30 AM
Robinson Township,Pennsylvania,United States,16.7,8:30 AM
Jenkintown,Pennsylvania,United States,14.3,8:30 AM
Lilburn,Georgia,United States,12.5,8:30 AM
Kill Devil Hills,North Carolina,United States,12.5,8:30 AM
Bozeman,Montana,United States,10.0,8:30 AM
Rogers,Arkansas,United States,10.0,8:30 AM
Fairborn,Ohio,United States,9.1,8:30 AM
Ranchettes,Wyoming,United States,7.7,8:30 AM
Centertown,Missouri,United States,5.6,8:30 AM
SeaTac,Washington,United States,5.0,8:30 AM
North Baltimore,Ohio,United States,4.5,8:30 AM
Andover,Massachusetts,United States,3.7,8:30 AM
Montclair,New Jersey,United States,3.4,8:30 AM
Pearland,Texas,United States,3.4,8:30 AM
Rochester Hills,Michigan,United States,3.4,8:30 AM
Freehold Township,New Jersey,United States,3.3,8:30 AM
Shreveport,Louisiana,United States,2.0,8:30 AM
Alpharetta,Georgia,United States,2.0,8:30 AM
Dublin,Ohio,United States,1.9,8:30 AM
Cary,North Carolina,United States,1.5,8:30 AM
Farmington Hills,Michigan,United States,1.5,8:30 AM
Jersey City,New Jersey,United States,1.3,8:30 AM
Asheville,North Carolina,United States,1.1,8:30 AM
Virginia Beach,Virginia,United States,0.7,8:30 AM
Grand Rapids,Michigan,United States,0.6,8:30 AM
Baltimore,Maryland,United States,0.5,8:30 AM
Austin,Texas,United States,0.3,8:30 AM
Nashville,Tennessee,United States,0.2,8:30 AM
San Antonio,Texas,United States,0.2,8:30 AM
